Date,Currency,Exchange
2015-01-01,USD,1.0
2015-01-01,CAD,1.3229
2015-01-01,AUD,1.478
2015-01-01,EUR,0.9006
2015-01-01,GBP,0.8144
2015-01-01,USD,1.0
2015-01-01,CAD,1.3312
2015-01-01,AUD,1.4825
2015-01-01,EUR,0.9023
2015-01-01,GBP,0.8195
2015-01-01,USD,1.0
2015-01-01,CAD,1.3276
2015-01-01,AUD,1.4814
2015-01-01,EUR,0.9032
2015-01-01,GBP,0.8177
2015-01-01,USD,1.0
2015-01-01,CAD,1.3282
2015-01-01,AUD,1.4859
2015-01-01,EUR,0.9061
2015-01-01,GBP,0.8206
2015-01-01,USD,1.0
2015-01-01,CAD,1.3282
2015-01-01,AUD,1.4859
2015-01-01,EUR,0.9061
2015-01-01,GBP,0.8206
2019-01-09,USD,1.0
2019-01-09,CAD,1.3282
2019-01-09,AUD,1.4859
2019-01-09,EUR,0.9061
2019-01-09,GBP,0.8206
2019-02-09,USD,1.0
2019-02-09,CAD,1.3341
2019-02-09,AUD,1.4896
2019-02-09,EUR,0.9117
2019-02-09,GBP,0.828
2019-03-09,USD,1.0
2019-03-09,CAD,1.3374
2019-03-09,AUD,1.4855
2019-03-09,EUR,0.9143
2019-03-09,GBP,0.831
2019-04-09,USD,1.0
2019-04-09,CAD,1.3323
2019-04-09,AUD,1.4726
2019-04-09,EUR,0.9076
2019-04-09,GBP,0.8192
2019-05-09,USD,1.0
2019-05-09,CAD,1.3205
2019-05-09,AUD,1.4659
2019-05-09,EUR,0.9043
2019-05-09,GBP,0.8101
2019-06-09,USD,1.0
2019-06-09,CAD,1.3225
2019-06-09,AUD,1.4632
2019-06-09,EUR,0.9069
2019-06-09,GBP,0.8129
2019-07-09,USD,1.0
2019-07-09,CAD,1.3225
2019-07-09,AUD,1.4632
2019-07-09,EUR,0.9069
2019-07-09,GBP,0.8129
2019-08-09,USD,1.0
2019-08-09,CAD,1.3225
2019-08-09,AUD,1.4632
2019-08-09,EUR,0.9069
2019-08-09,GBP,0.8129
2019-09-09,USD,1.0
2019-09-09,CAD,1.3156
2019-09-09,AUD,1.4562
2019-09-09,EUR,0.9064
2019-09-09,GBP,0.8092
2019-10-09,USD,1.0
2019-10-09,CAD,1.3167
2019-10-09,AUD,1.4586
2019-10-09,EUR,0.9058
2019-10-09,GBP,0.8089
2019-11-09,USD,1.0
2019-11-09,CAD,1.3149
2019-11-09,AUD,1.4561
2019-11-09,EUR,0.9088
2019-11-09,GBP,0.8101
2019-12-09,USD,1.0
2019-12-09,CAD,1.3197
2019-12-09,AUD,1.4543
2019-12-09,EUR,0.9122
2019-12-09,GBP,0.8111
2015-01-01,USD,1.0
2015-01-01,CAD,1.3215
2015-01-01,AUD,1.4533
2015-01-01,EUR,0.9012
2015-01-01,GBP,0.8029
2015-01-01,USD,1.0
2015-01-01,CAD,1.3215
2015-01-01,AUD,1.4533
2015-01-01,EUR,0.9012
2015-01-01,GBP,0.8029
2015-01-01,USD,1.0
2015-01-01,CAD,1.3215
2015-01-01,AUD,1.4533
2015-01-01,EUR,0.9012
2015-01-01,GBP,0.8029
2015-01-01,USD,1.0
2015-01-01,CAD,1.3253
2015-01-01,AUD,1.4554
2015-01-01,EUR,0.9065
2015-01-01,GBP,0.8024
2015-01-01,USD,1.0
2015-01-01,CAD,1.326
2015-01-01,AUD,1.4622
2015-01-01,EUR,0.9069
2015-01-01,GBP,0.8055
2015-01-01,USD,1.0
2015-01-01,CAD,1.325
2015-01-01,AUD,1.4611
2015-01-01,EUR,0.9047
2015-01-01,GBP,0.8027
2015-01-01,USD,1.0
2015-01-01,CAD,1.327
2015-01-01,AUD,1.472
2015-01-01,EUR,0.9036
2015-01-01,GBP,0.8018
2015-01-01,USD,1.0
2015-01-01,CAD,1.3269
2015-01-01,AUD,1.4726
2015-01-01,EUR,0.9066
2015-01-01,GBP,0.7999
2015-01-01,USD,1.0
2015-01-01,CAD,1.3269
2015-01-01,AUD,1.4726
2015-01-01,EUR,0.9066
2015-01-01,GBP,0.7999
2015-01-01,USD,1.0
2015-01-01,CAD,1.3269
2015-01-01,AUD,1.4726
2015-01-01,EUR,0.9066
2015-01-01,GBP,0.7999
2015-01-01,USD,1.0
2015-01-01,CAD,1.3278
2015-01-01,AUD,1.4769
2015-01-01,EUR,0.9103
2015-01-01,GBP,0.8042
2015-01-01,USD,1.0
2015-01-01,CAD,1.3256
2015-01-01,AUD,1.4713
2015-01-01,EUR,0.9088
2015-01-01,GBP,0.8012
2015-01-01,USD,1.0
2015-01-01,CAD,1.3276
2015-01-01,AUD,1.4784
2015-01-01,EUR,0.9106
2015-01-01,GBP,0.8074
2015-01-01,USD,1.0
2015-01-01,CAD,1.324
2015-01-01,AUD,1.4776
2015-01-01,EUR,0.9142
2015-01-01,GBP,0.8092
2015-01-01,USD,1.0
2015-01-01,CAD,1.3254
2015-01-01,AUD,1.4803
2015-01-01,EUR,0.9145
2015-01-01,GBP,0.8119
2015-01-01,USD,1.0
2015-01-01,CAD,1.3254
2015-01-01,AUD,1.4803
2015-01-01,EUR,0.9145
2015-01-01,GBP,0.8119
2015-01-01,USD,1.0
2015-01-01,CAD,1.3254
2015-01-01,AUD,1.4803
2015-01-01,EUR,0.9145
2015-01-01,GBP,0.8119
2015-01-01,USD,1.0
2015-01-01,CAD,1.3248
2015-01-01,AUD,1.4809
2015-01-01,EUR,0.9184
2015-01-01,GBP,0.8134
2019-01-10,USD,1.0
2019-01-10,CAD,1.3274
2019-01-10,AUD,1.4933
2019-01-10,EUR,0.9176
2019-01-10,GBP,0.8163
2019-02-10,USD,1.0
2019-02-10,CAD,1.3242
2019-02-10,AUD,1.4967
2019-02-10,EUR,0.9153
2019-02-10,GBP,0.8144
2019-03-10,USD,1.0
2019-03-10,CAD,1.3338
2019-03-10,AUD,1.4879
2019-03-10,EUR,0.9132
2019-03-10,GBP,0.8108
2019-04-10,USD,1.0
2019-04-10,CAD,1.3309
2019-04-10,AUD,1.4798
2019-04-10,EUR,0.9108
2019-04-10,GBP,0.811
2019-05-10,USD,1.0
2019-05-10,CAD,1.3309
2019-05-10,AUD,1.4798
2019-05-10,EUR,0.9108
2019-05-10,GBP,0.811
2019-06-10,USD,1.0
2019-06-10,CAD,1.3309
2019-06-10,AUD,1.4798
2019-06-10,EUR,0.9108
2019-06-10,GBP,0.811
2019-07-10,USD,1.0
2019-07-10,CAD,1.3311
2019-07-10,AUD,1.4842
2019-07-10,EUR,0.9097
2019-07-10,GBP,0.811
2019-08-10,USD,1.0
2019-08-10,CAD,1.3311
2019-08-10,AUD,1.4824
2019-08-10,EUR,0.9102
2019-08-10,GBP,0.8174
2019-09-10,USD,1.0
2019-09-10,CAD,1.3302
2019-09-10,AUD,1.4827
2019-09-10,EUR,0.9107
2019-09-10,GBP,0.8182
2019-10-10,USD,1.0
2019-10-10,CAD,1.3307
2019-10-10,AUD,1.4784
2019-10-10,EUR,0.9066
2019-10-10,GBP,0.8174
2019-11-10,USD,1.0
2019-11-10,CAD,1.3293
2019-11-10,AUD,1.4712
2019-11-10,EUR,0.9056
2019-11-10,GBP,0.7925
2019-12-10,USD,1.0
2019-12-10,CAD,1.3293
2019-12-10,AUD,1.4712
2019-12-10,EUR,0.9056
2019-12-10,GBP,0.7925
2015-01-01,USD,1.0
2015-01-01,CAD,1.3293
2015-01-01,AUD,1.4712
2015-01-01,EUR,0.9056
2015-01-01,GBP,0.7925
2015-01-01,USD,1.0
2015-01-01,CAD,1.3214
2015-01-01,AUD,1.4799
2015-01-01,EUR,0.9065
2015-01-01,GBP,0.7976
2015-01-01,USD,1.0
2015-01-01,CAD,1.323
2015-01-01,AUD,1.4802
2015-01-01,EUR,0.9085
2015-01-01,GBP,0.7909
2015-01-01,USD,1.0
2015-01-01,CAD,1.3209
2015-01-01,AUD,1.487
2015-01-01,EUR,0.907
2015-01-01,GBP,0.7851
2015-01-01,USD,1.0
2015-01-01,CAD,1.3177
2015-01-01,AUD,1.4662
2015-01-01,EUR,0.8998
2015-01-01,GBP,0.7814
2015-01-01,USD,1.0
2015-01-01,CAD,1.3136
2015-01-01,AUD,1.4607
2015-01-01,EUR,0.8973
2015-01-01,GBP,0.7756
2015-01-01,USD,1.0
2015-01-01,CAD,1.3136
2015-01-01,AUD,1.4607
2015-01-01,EUR,0.8973
2015-01-01,GBP,0.7756
2015-01-01,USD,1.0
2015-01-01,CAD,1.3136
2015-01-01,AUD,1.4607
2015-01-01,EUR,0.8973
2015-01-01,GBP,0.7756
2015-01-01,USD,1.0
2015-01-01,CAD,1.3106
2015-01-01,AUD,1.4535
2015-01-01,EUR,0.895
2015-01-01,GBP,0.7691
2015-01-01,USD,1.0
2015-01-01,CAD,1.3101
2015-01-01,AUD,1.4588
2015-01-01,EUR,0.8985
2015-01-01,GBP,0.7733
2015-01-01,USD,1.0
2015-01-01,CAD,1.3088
2015-01-01,AUD,1.4611
2015-01-01,EUR,0.899
2015-01-01,GBP,0.7768
2015-01-01,USD,1.0
2015-01-01,CAD,1.3071
2015-01-01,AUD,1.4623
2015-01-01,EUR,0.8986
2015-01-01,GBP,0.7754
2015-01-01,USD,1.0
2015-01-01,CAD,1.3065
2015-01-01,AUD,1.4648
2015-01-01,EUR,0.9003
2015-01-01,GBP,0.7797
2015-01-01,USD,1.0
2015-01-01,CAD,1.3065
2015-01-01,AUD,1.4648
2015-01-01,EUR,0.9003
2015-01-01,GBP,0.7797
2015-01-01,USD,1.0
2015-01-01,CAD,1.3065
2015-01-01,AUD,1.4648
2015-01-01,EUR,0.9003
2015-01-01,GBP,0.7797
2015-01-01,USD,1.0
2015-01-01,CAD,1.3067
2015-01-01,AUD,1.4652
2015-01-01,EUR,0.902
2015-01-01,GBP,0.7786
2015-01-01,USD,1.0
2015-01-01,CAD,1.3056
2015-01-01,AUD,1.4589
2015-01-01,EUR,0.9013
2015-01-01,GBP,0.7781
2015-01-01,USD,1.0
2015-01-01,CAD,1.3087
2015-01-01,AUD,1.4586
2015-01-01,EUR,0.9004
2015-01-01,GBP,0.7762
2015-01-01,USD,1.0
2015-01-01,CAD,1.3155
2015-01-01,AUD,1.4467
2015-01-01,EUR,0.8965
2015-01-01,GBP,0.7722
2019-01-11,USD,1.0
2019-01-11,CAD,1.3181
2019-01-11,AUD,1.45
2019-01-11,EUR,0.8977
2019-01-11,GBP,0.7721
2019-02-11,USD,1.0
2019-02-11,CAD,1.3181
2019-02-11,AUD,1.45
2019-02-11,EUR,0.8977
2019-02-11,GBP,0.7721
2019-03-11,USD,1.0
2019-03-11,CAD,1.3181
2019-03-11,AUD,1.45
2019-03-11,EUR,0.8977
2019-03-11,GBP,0.7721
2019-04-11,USD,1.0
2019-04-11,CAD,1.3156
2019-04-11,AUD,1.4481
2019-04-11,EUR,0.8962
2019-04-11,GBP,0.774
2019-05-11,USD,1.0
2019-05-11,CAD,1.3128
2019-05-11,AUD,1.4474
2019-05-11,EUR,0.9002
2019-05-11,GBP,0.7752
2019-06-11,USD,1.0
2019-06-11,CAD,1.3164
2019-06-11,AUD,1.4491
2019-06-11,EUR,0.9017
2019-06-11,GBP,0.7758
2019-07-11,USD,1.0
2019-07-11,CAD,1.3167
2019-07-11,AUD,1.4498
2019-07-11,EUR,0.9028
2019-07-11,GBP,0.7804
2019-08-11,USD,1.0
2019-08-11,CAD,1.3196
2019-08-11,AUD,1.456
2019-08-11,EUR,0.9063
2019-08-11,GBP,0.7808
2019-09-11,USD,1.0
2019-09-11,CAD,1.3196
2019-09-11,AUD,1.456
2019-09-11,EUR,0.9063
2019-09-11,GBP,0.7808
2019-10-11,USD,1.0
2019-10-11,CAD,1.3196
2019-10-11,AUD,1.456
2019-10-11,EUR,0.9063
2019-10-11,GBP,0.7808
2019-11-11,USD,1.0
2019-11-11,CAD,1.323
2019-11-11,AUD,1.4587
2019-11-11,EUR,0.9057
2019-11-11,GBP,0.7766
2019-12-11,USD,1.0
2019-12-11,CAD,1.3244
2019-12-11,AUD,1.4605
2019-12-11,EUR,0.9079
2019-12-11,GBP,0.7791
2015-01-01,USD,1.0
2015-01-01,CAD,1.3258
2015-01-01,AUD,1.4653
2015-01-01,EUR,0.9086
2015-01-01,GBP,0.7792
2015-01-01,USD,1.0
2015-01-01,CAD,1.3265
2015-01-01,AUD,1.4743
2015-01-01,EUR,0.9093
2015-01-01,GBP,0.7788
2015-01-01,USD,1.0
2015-01-01,CAD,1.3239
2015-01-01,AUD,1.4701
2015-01-01,EUR,0.9063
2015-01-01,GBP,0.7763
2015-01-01,USD,1.0
2015-01-01,CAD,1.3239
2015-01-01,AUD,1.4701
2015-01-01,EUR,0.9063
2015-01-01,GBP,0.7763
2015-01-01,USD,1.0
2015-01-01,CAD,1.3239
2015-01-01,AUD,1.4701
2015-01-01,EUR,0.9063
2015-01-01,GBP,0.7763
2015-01-01,USD,1.0
2015-01-01,CAD,1.3219
2015-01-01,AUD,1.4684
2015-01-01,EUR,0.9041
2015-01-01,GBP,0.7714
2015-01-01,USD,1.0
2015-01-01,CAD,1.321
2015-01-01,AUD,1.4656
2015-01-01,EUR,0.9028
2015-01-01,GBP,0.7725
2015-01-01,USD,1.0
2015-01-01,CAD,1.3302
2015-01-01,AUD,1.4673
2015-01-01,EUR,0.9042
2015-01-01,GBP,0.7751
2015-01-01,USD,1.0
2015-01-01,CAD,1.3307
2015-01-01,AUD,1.468
2015-01-01,EUR,0.9016
2015-01-01,GBP,0.7713
2015-01-01,USD,1.0
2015-01-01,CAD,1.3275
2015-01-01,AUD,1.4729
2015-01-01,EUR,0.9043
2015-01-01,GBP,0.7775
2015-01-01,USD,1.0
2015-01-01,CAD,1.3275
2015-01-01,AUD,1.4729
2015-01-01,EUR,0.9043
2015-01-01,GBP,0.7775
2015-01-01,USD,1.0
2015-01-01,CAD,1.3275
2015-01-01,AUD,1.4729
2015-01-01,EUR,0.9043
2015-01-01,GBP,0.7775
2015-01-01,USD,1.0
2015-01-01,CAD,1.3307
2015-01-01,AUD,1.4746
2015-01-01,EUR,0.9084
2015-01-01,GBP,0.7768
2015-01-01,USD,1.0
2015-01-01,CAD,1.3306
2015-01-01,AUD,1.4747
2015-01-01,EUR,0.9074
2015-01-01,GBP,0.7778
2015-01-01,USD,1.0
2015-01-01,CAD,1.3266
2015-01-01,AUD,1.4733
2015-01-01,EUR,0.9083
2015-01-01,GBP,0.7762
2015-01-01,USD,1.0
2015-01-01,CAD,1.3289
2015-01-01,AUD,1.4769
2015-01-01,EUR,0.9087
2015-01-01,GBP,0.774
2015-01-01,USD,1.0
2015-01-01,CAD,1.3307
2015-01-01,AUD,1.4777
2015-01-01,EUR,0.9106
2015-01-01,GBP,0.776
2015-01-01,USD,1.0
2015-01-01,CAD,1.3307
2015-01-01,AUD,1.4777
2015-01-01,EUR,0.9106
2015-01-01,GBP,0.776
2019-01-12,USD,1.0
2019-01-12,CAD,1.3307
2019-01-12,AUD,1.4777
2019-01-12,EUR,0.9106
2019-01-12,GBP,0.776
2019-02-12,USD,1.0
2019-02-12,CAD,1.3296
2019-02-12,AUD,1.4733
2019-02-12,EUR,0.9072
2019-02-12,GBP,0.7731
2019-03-12,USD,1.0
2019-03-12,CAD,1.332
2019-03-12,AUD,1.462
2019-03-12,EUR,0.9033
2019-03-12,GBP,0.7696
2019-04-12,USD,1.0
2019-04-12,CAD,1.3272
2019-04-12,AUD,1.4622
2019-04-12,EUR,0.9024
2019-04-12,GBP,0.7636
2019-05-12,USD,1.0
2019-05-12,CAD,1.3169
2019-05-12,AUD,1.4648
2019-05-12,EUR,0.9014
2019-05-12,GBP,0.7614
2019-06-12,USD,1.0
2019-06-12,CAD,1.3176
2019-06-12,AUD,1.4593
2019-06-12,EUR,0.9014
2019-06-12,GBP,0.7612
2019-07-12,USD,1.0
2019-07-12,CAD,1.3176
2019-07-12,AUD,1.4593
2019-07-12,EUR,0.9014
2019-07-12,GBP,0.7612
2019-08-12,USD,1.0
2019-08-12,CAD,1.3176
2019-08-12,AUD,1.4593
2019-08-12,EUR,0.9014
2019-08-12,GBP,0.7612
2019-09-12,USD,1.0
2019-09-12,CAD,1.3251
2019-09-12,AUD,1.4653
2019-09-12,EUR,0.9029
2019-09-12,GBP,0.7602
2019-10-12,USD,1.0
2019-10-12,CAD,1.324
2019-10-12,AUD,1.4693
2019-10-12,EUR,0.9028
2019-10-12,GBP,0.759
2019-11-12,USD,1.0
2019-11-12,CAD,1.3238
2019-11-12,AUD,1.4622
2019-11-12,EUR,0.9029
2019-11-12,GBP,0.7607
2019-12-12,USD,1.0
2019-12-12,CAD,1.3178
2019-12-12,AUD,1.4515
2019-12-12,EUR,0.8979
2019-12-12,GBP,0.7593
2015-01-01,USD,1.0
2015-01-01,CAD,1.3166
2015-01-01,AUD,1.4461
2015-01-01,EUR,0.8949
2015-01-01,GBP,0.7473
2015-01-01,USD,1.0
2015-01-01,CAD,1.3166
2015-01-01,AUD,1.4461
2015-01-01,EUR,0.8949
2015-01-01,GBP,0.7473
2015-01-01,USD,1.0
2015-01-01,CAD,1.3166
2015-01-01,AUD,1.4461
2015-01-01,EUR,0.8949
2015-01-01,GBP,0.7473
2015-01-01,USD,1.0
2015-01-01,CAD,1.3118
2015-01-01,AUD,1.4514
2015-01-01,EUR,0.8972
2015-01-01,GBP,0.7484
2015-01-01,USD,1.0
2015-01-01,CAD,1.3161
2015-01-01,AUD,1.4598
2015-01-01,EUR,0.8959
2015-01-01,GBP,0.7593
2015-01-01,USD,1.0
2015-01-01,CAD,1.3157
2015-01-01,AUD,1.4599
2015-01-01,EUR,0.8997
2015-01-01,GBP,0.7652
2015-01-01,USD,1.0
2015-01-01,CAD,1.3122
2015-01-01,AUD,1.4561
2015-01-01,EUR,0.8995
2015-01-01,GBP,0.7653
2015-01-01,USD,1.0
2015-01-01,CAD,1.3138
2015-01-01,AUD,1.4498
2015-01-01,EUR,0.9011
2015-01-01,GBP,0.7672
2015-01-01,USD,1.0
2015-01-01,CAD,1.3138
2015-01-01,AUD,1.4498
2015-01-01,EUR,0.9011
2015-01-01,GBP,0.7672
2015-01-01,USD,1.0
2015-01-01,CAD,1.3138
2015-01-01,AUD,1.4498
2015-01-01,EUR,0.9011
2015-01-01,GBP,0.7672
2015-01-01,USD,1.0
2015-01-01,CAD,1.3162
2015-01-01,AUD,1.4454
2015-01-01,EUR,0.9029
2015-01-01,GBP,0.7739
2015-01-01,USD,1.0
2015-01-01,CAD,1.3161
2015-01-01,AUD,1.4458
2015-01-01,EUR,0.9025
2015-01-01,GBP,0.772
2015-01-01,USD,1.0
2015-01-01,CAD,1.3161
2015-01-01,AUD,1.4458
2015-01-01,EUR,0.9025
2015-01-01,GBP,0.772
2015-01-01,USD,1.0
2015-01-01,CAD,1.3161
2015-01-01,AUD,1.4458
2015-01-01,EUR,0.9025
2015-01-01,GBP,0.772
2015-01-01,USD,1.0
2015-01-01,CAD,1.3083
2015-01-01,AUD,1.4342
2015-01-01,EUR,0.8966
2015-01-01,GBP,0.7633
2015-01-01,USD,1.0
2015-01-01,CAD,1.3083
2015-01-01,AUD,1.4342
2015-01-01,EUR,0.8966
2015-01-01,GBP,0.7633
2015-01-01,USD,1.0
2015-01-01,CAD,1.3083
2015-01-01,AUD,1.4342
2015-01-01,EUR,0.8966
2015-01-01,GBP,0.7633
2015-01-01,USD,1.0
2015-01-01,CAD,1.3067
2015-01-01,AUD,1.4293
2015-01-01,EUR,0.8937
2015-01-01,GBP,0.7615
2015-01-01,USD,1.0
2015-01-01,CAD,1.2994
2015-01-01,AUD,1.4238
2015-01-01,EUR,0.8902
2015-01-01,GBP,0.7573
2020-01-01,USD,1.0
2020-01-01,CAD,1.2994
2020-01-01,AUD,1.4238
2020-01-01,EUR,0.8902
2020-01-01,GBP,0.7573
2020-02-01,USD,1.0
2020-02-01,CAD,1.2998
2020-02-01,AUD,1.43
2020-02-01,EUR,0.8934
2020-02-01,GBP,0.7579
2020-03-01,USD,1.0
2020-03-01,CAD,1.2982
2020-03-01,AUD,1.4381
2020-03-01,EUR,0.8971
2020-03-01,GBP,0.7636
2020-04-01,USD,1.0
2020-04-01,CAD,1.2982
2020-04-01,AUD,1.4381
2020-04-01,EUR,0.8971
2020-04-01,GBP,0.7636
2020-05-01,USD,1.0
2020-05-01,CAD,1.2982
2020-05-01,AUD,1.4381
2020-05-01,EUR,0.8971
2020-05-01,GBP,0.7636
2020-06-01,USD,1.0
2020-06-01,CAD,1.2976
2020-06-01,AUD,1.44
2020-06-01,EUR,0.8933
2020-06-01,GBP,0.7613
2020-07-01,USD,1.0
2020-07-01,CAD,1.2997
2020-07-01,AUD,1.4546
2020-07-01,EUR,0.8951
2020-07-01,GBP,0.7625
2020-08-01,USD,1.0
2020-08-01,CAD,1.3018
2020-08-01,AUD,1.457
2020-08-01,EUR,0.8997
2020-08-01,GBP,0.7635
2020-09-01,USD,1.0
2020-09-01,CAD,1.3056
2020-09-01,AUD,1.4575
2020-09-01,EUR,0.9001
2020-09-01,GBP,0.7676
2020-10-01,USD,1.0
2020-10-01,CAD,1.3072
2020-10-01,AUD,1.4545
2020-10-01,EUR,0.9016
2020-10-01,GBP,0.7647
2020-11-01,USD,1.0
2020-11-01,CAD,1.3072
2020-11-01,AUD,1.4545
2020-11-01,EUR,0.9016
2020-11-01,GBP,0.7647
2020-12-01,USD,1.0
2020-12-01,CAD,1.3072
2020-12-01,AUD,1.4545
2020-12-01,EUR,0.9016
2020-12-01,GBP,0.7647
2015-01-01,USD,1.0
2015-01-01,CAD,1.3045
2015-01-01,AUD,1.4486
2015-01-01,EUR,0.8988
2015-01-01,GBP,0.7708
2015-01-01,USD,1.0
2015-01-01,CAD,1.3071
2015-01-01,AUD,1.4494
2015-01-01,EUR,0.8997
2015-01-01,GBP,0.7703
2015-01-01,USD,1.0
2015-01-01,CAD,1.3072
2015-01-01,AUD,1.4529
2015-01-01,EUR,0.8975
2015-01-01,GBP,0.769
2015-01-01,USD,1.0
2015-01-01,CAD,1.3035
2015-01-01,AUD,1.4428
2015-01-01,EUR,0.8953
2015-01-01,GBP,0.7652
2015-01-01,USD,1.0
2015-01-01,CAD,1.3052
2015-01-01,AUD,1.4514
2015-01-01,EUR,0.9003
2015-01-01,GBP,0.7662
2015-01-01,USD,1.0
2015-01-01,CAD,1.3052
2015-01-01,AUD,1.4514
2015-01-01,EUR,0.9003
2015-01-01,GBP,0.7662
2015-01-01,USD,1.0
2015-01-01,CAD,1.3052
2015-01-01,AUD,1.4514
2015-01-01,EUR,0.9003
2015-01-01,GBP,0.7662
2015-01-01,USD,1.0
2015-01-01,CAD,1.3069
2015-01-01,AUD,1.4573
2015-01-01,EUR,0.9021
2015-01-01,GBP,0.7693
2015-01-01,USD,1.0
2015-01-01,CAD,1.3056
2015-01-01,AUD,1.4554
2015-01-01,EUR,0.8997
2015-01-01,GBP,0.765
2015-01-01,USD,1.0
2015-01-01,CAD,1.3046
2015-01-01,AUD,1.4596
2015-01-01,EUR,0.9019
2015-01-01,GBP,0.7616
2015-01-01,USD,1.0
2015-01-01,CAD,1.3163
2015-01-01,AUD,1.456
2015-01-01,EUR,0.9016
2015-01-01,GBP,0.7619
2015-01-01,USD,1.0
2015-01-01,CAD,1.3132
2015-01-01,AUD,1.4614
2015-01-01,EUR,0.9062
2015-01-01,GBP,0.7641
2015-01-01,USD,1.0
2015-01-01,CAD,1.3132
2015-01-01,AUD,1.4614
2015-01-01,EUR,0.9062
2015-01-01,GBP,0.7641
2015-01-01,USD,1.0
2015-01-01,CAD,1.3132
2015-01-01,AUD,1.4614
2015-01-01,EUR,0.9062
2015-01-01,GBP,0.7641
2015-01-01,USD,1.0
2015-01-01,CAD,1.3187
2015-01-01,AUD,1.4776
2015-01-01,EUR,0.907
2015-01-01,GBP,0.7652
2015-01-01,USD,1.0
2015-01-01,CAD,1.319
2015-01-01,AUD,1.4802
2015-01-01,EUR,0.9087
2015-01-01,GBP,0.7688
2015-01-01,USD,1.0
2015-01-01,CAD,1.3177
2015-01-01,AUD,1.4816
2015-01-01,EUR,0.909
2015-01-01,GBP,0.7688
2015-01-01,USD,1.0
2015-01-01,CAD,1.3217
2015-01-01,AUD,1.4881
2015-01-01,EUR,0.9067
2015-01-01,GBP,0.7633
2015-01-01,USD,1.0
2015-01-01,CAD,1.3235
2015-01-01,AUD,1.4924
2015-01-01,EUR,0.9048
2015-01-01,GBP,0.7616
2020-01-02,USD,1.0
2020-01-02,CAD,1.3235
2020-01-02,AUD,1.4924
2020-01-02,EUR,0.9048
2020-01-02,GBP,0.7616
2020-02-02,USD,1.0
2020-02-02,CAD,1.3235
2020-02-02,AUD,1.4924
2020-02-02,EUR,0.9048
2020-02-02,GBP,0.7616
2020-03-02,USD,1.0
2020-03-02,CAD,1.3236
2020-03-02,AUD,1.493
2020-03-02,EUR,0.9037
2020-03-02,GBP,0.7661
2020-04-02,USD,1.0
2020-04-02,CAD,1.3279
2020-04-02,AUD,1.488
2020-04-02,EUR,0.9051
2020-04-02,GBP,0.7683
2020-05-02,USD,1.0
2020-05-02,CAD,1.3285
2020-05-02,AUD,1.4786
2020-05-02,EUR,0.9072
2020-05-02,GBP,0.7661
2020-06-02,USD,1.0
2020-06-02,CAD,1.3278
2020-06-02,AUD,1.4798
2020-06-02,EUR,0.9088
2020-06-02,GBP,0.771
2020-07-02,USD,1.0
2020-07-02,CAD,1.3314
2020-07-02,AUD,1.4967
2020-07-02,EUR,0.9117
2020-07-02,GBP,0.7724
2020-08-02,USD,1.0
2020-08-02,CAD,1.3314
2020-08-02,AUD,1.4967
2020-08-02,EUR,0.9117
2020-08-02,GBP,0.7724
2020-09-02,USD,1.0
2020-09-02,CAD,1.3314
2020-09-02,AUD,1.4967
2020-09-02,EUR,0.9117
2020-09-02,GBP,0.7724
2020-10-02,USD,1.0
2020-10-02,CAD,1.3314
2020-10-02,AUD,1.4951
2020-10-02,EUR,0.9132
2020-10-02,GBP,0.7728
2020-11-02,USD,1.0
2020-11-02,CAD,1.3297
2020-11-02,AUD,1.4916
2020-11-02,EUR,0.9173
2020-11-02,GBP,0.7736
2020-12-02,USD,1.0
2020-12-02,CAD,1.3256
2020-12-02,AUD,1.482
2020-12-02,EUR,0.9163
2020-12-02,GBP,0.7702
2015-01-01,USD,1.0
2015-01-01,CAD,1.3257
2015-01-01,AUD,1.485
2015-01-01,EUR,0.9202
2015-01-01,GBP,0.7672
2015-01-01,USD,1.0
2015-01-01,CAD,1.3248
2015-01-01,AUD,1.4897
2015-01-01,EUR,0.9223
2015-01-01,GBP,0.7675
2015-01-01,USD,1.0
2015-01-01,CAD,1.3248
2015-01-01,AUD,1.4897
2015-01-01,EUR,0.9223
2015-01-01,GBP,0.7675
2015-01-01,USD,1.0
2015-01-01,CAD,1.3248
2015-01-01,AUD,1.4897
2015-01-01,EUR,0.9223
2015-01-01,GBP,0.7675
2015-01-01,USD,1.0
2015-01-01,CAD,1.3229
2015-01-01,AUD,1.4886
2015-01-01,EUR,0.9229
2015-01-01,GBP,0.7682
2015-01-01,USD,1.0
2015-01-01,CAD,1.3263
2015-01-01,AUD,1.4973
2015-01-01,EUR,0.9246
2015-01-01,GBP,0.7672
2015-01-01,USD,1.0
2015-01-01,CAD,1.3223
2015-01-01,AUD,1.4946
2015-01-01,EUR,0.9259
2015-01-01,GBP,0.7699
2015-01-01,USD,1.0
2015-01-01,CAD,1.3257
2015-01-01,AUD,1.5101
2015-01-01,EUR,0.9268
2015-01-01,GBP,0.777
2015-01-01,USD,1.0
2015-01-01,CAD,1.3258
2015-01-01,AUD,1.515
2015-01-01,EUR,0.9258
2015-01-01,GBP,0.7732
2015-01-01,USD,1.0
2015-01-01,CAD,1.3258
2015-01-01,AUD,1.515
2015-01-01,EUR,0.9258
2015-01-01,GBP,0.7732
